cycle_id,timestamp,total_adrs,pending,accepted,rejected,adoption_rate
259,2025-11-10T11:08:46.449Z,0,0,0,0,0.0000
269,2025-11-10T11:10:26.462Z,0,0,0,0,0.0000
279,2025-11-10T11:12:06.468Z,0,0,0,0,0.0000
289,2025-11-10T11:13:46.487Z,0,0,0,0,0.0000
299,2025-11-10T11:15:26.506Z,0,0,0,0,0.0000
309,2025-11-10T11:17:06.513Z,0,0,0,0,0.0000
319,2025-11-10T11:18:46.531Z,0,0,0,0,0.0000
329,2025-11-10T11:20:26.548Z,0,0,0,0,0.0000
339,2025-11-10T11:22:06.556Z,0,0,0,0,0.0000
1,2025-11-10T11:24:01.063Z,0,0,0,0,0.0000
2,2025-11-10T11:25:50.488Z,0,0,0,0,0.0000
12,2025-11-10T11:27:30.508Z,0,0,0,0,0.0000
22,2025-11-10T11:29:10.535Z,0,0,0,0,0.0000
32,2025-11-10T11:30:50.552Z,0,0,0,0,0.0000
42,2025-11-10T11:32:30.580Z,0,0,0,0,0.0000
6,2025-11-10T11:34:26.617Z,0,0,0,0,0.0000
16,2025-11-10T11:36:06.651Z,0,0,0,0,0.0000
26,2025-11-10T11:37:46.666Z,0,0,0,0,0.0000
36,2025-11-10T11:39:26.709Z,0,0,0,0,0.0000
46,2025-11-10T11:41:06.727Z,0,0,0,0,0.0000
56,2025-11-10T11:42:46.756Z,0,0,0,0,0.0000
8,2025-11-10T11:44:44.119Z,0,0,0,0,0.0000
8,2025-11-10T11:46:32.920Z,0,0,0,0,0.0000
18,2025-11-10T11:48:12.944Z,0,0,0,0,0.0000
4,2025-11-10T11:50:02.415Z,0,0,0,0,0.0000
14,2025-11-10T11:51:42.424Z,0,0,0,0,0.0000
1,2025-11-10T11:53:36.215Z,0,0,0,0,0.0000
11,2025-11-10T11:55:16.222Z,0,0,0,0,0.0000
7,2025-11-10T11:57:08.571Z,0,0,0,0,0.0000
17,2025-11-10T11:58:48.581Z,0,0,0,0,0.0000
27,2025-11-10T12:00:28.618Z,0,0,0,0,0.0000
37,2025-11-10T12:02:08.642Z,0,0,0,0,0.0000
47,2025-11-10T12:03:48.673Z,0,0,0,0,0.0000
57,2025-11-10T12:05:28.687Z,0,0,0,0,0.0000
67,2025-11-10T12:07:08.709Z,0,0,0,0,0.0000
77,2025-11-10T12:08:48.720Z,0,0,0,0,0.0000
87,2025-11-10T12:10:28.754Z,0,0,0,0,0.0000
97,2025-11-10T12:12:08.758Z,0,0,0,0,0.0000
107,2025-11-10T12:13:48.771Z,0,0,0,0,0.0000
117,2025-11-10T12:15:28.800Z,0,0,0,0,0.0000
127,2025-11-10T12:17:08.829Z,0,0,0,0,0.0000
137,2025-11-10T12:18:48.863Z,0,0,0,0,0.0000
147,2025-11-10T12:20:28.889Z,0,0,0,0,0.0000
157,2025-11-10T12:22:08.930Z,0,0,0,0,0.0000
167,2025-11-10T12:23:48.977Z,0,0,0,0,0.0000
177,2025-11-10T12:25:29.022Z,0,0,0,0,0.0000
187,2025-11-10T12:27:09.057Z,0,0,0,0,0.0000
197,2025-11-10T12:34:05.720Z,0,0,0,0,0.0000
207,2025-11-10T12:38:06.248Z,0,0,0,0,0.0000
217,2025-11-10T12:39:46.275Z,0,0,0,0,0.0000
227,2025-11-10T12:41:26.298Z,0,0,0,0,0.0000
237,2025-11-10T12:43:06.329Z,0,0,0,0,0.0000
247,2025-11-10T12:44:46.356Z,0,0,0,0,0.0000
257,2025-11-10T12:46:26.381Z,0,0,0,0,0.0000
267,2025-11-10T12:48:06.424Z,0,0,0,0,0.0000
277,2025-11-10T12:49:46.451Z,0,0,0,0,0.0000
287,2025-11-10T12:54:12.002Z,0,0,0,0,0.0000
297,2025-11-10T12:55:52.026Z,0,0,0,0,0.0000
7,2025-11-10T12:57:41.130Z,0,0,0,0,0.0000
17,2025-11-10T12:59:21.159Z,0,0,0,0,0.0000
2,2025-11-10T13:01:16.017Z,3,1,2,0,0.6667
12,2025-11-10T13:02:56.063Z,3,1,2,0,0.6667
22,2025-11-10T13:04:36.072Z,3,1,2,0,0.6667
32,2025-11-10T13:06:16.105Z,3,1,2,0,0.6667
42,2025-11-10T13:07:56.141Z,3,1,2,0,0.6667
3,2025-11-10T13:09:47.222Z,3,1,2,0,0.6667
13,2025-11-10T13:11:27.235Z,3,1,2,0,0.6667
23,2025-11-10T13:13:07.262Z,3,1,2,0,0.6667
33,2025-11-10T13:14:47.287Z,3,1,2,0,0.6667
2,2025-11-10T13:16:43.799Z,3,1,2,0,0.6667
12,2025-11-10T13:18:23.818Z,3,1,2,0,0.6667
22,2025-11-10T13:20:03.863Z,3,1,2,0,0.6667
32,2025-11-10T13:21:43.888Z,3,1,2,0,0.6667
42,2025-11-10T13:23:23.879Z,3,1,2,0,0.6667
52,2025-11-10T13:25:03.899Z,3,1,2,0,0.6667
62,2025-11-10T13:26:43.939Z,3,1,2,0,0.6667
72,2025-11-10T13:28:23.957Z,3,1,2,0,0.6667
82,2025-11-10T13:30:03.980Z,3,1,2,0,0.6667
92,2025-11-10T13:31:44.016Z,3,1,2,0,0.6667
102,2025-11-10T13:33:24.032Z,3,1,2,0,0.6667
112,2025-11-10T13:35:04.057Z,3,1,2,0,0.6667
122,2025-11-10T13:36:44.073Z,3,1,2,0,0.6667
132,2025-11-10T13:38:24.104Z,3,1,2,0,0.6667
142,2025-11-10T13:40:04.125Z,3,1,2,0,0.6667
152,2025-11-10T13:41:44.143Z,3,1,2,0,0.6667
162,2025-11-10T13:43:24.162Z,3,1,2,0,0.6667
172,2025-11-10T13:45:04.203Z,3,1,2,0,0.6667
182,2025-11-10T13:46:44.232Z,3,1,2,0,0.6667
192,2025-11-10T13:48:24.283Z,3,1,2,0,0.6667
202,2025-11-10T13:50:04.293Z,3,1,2,0,0.6667
212,2025-11-10T13:51:44.325Z,3,1,2,0,0.6667
222,2025-11-10T13:53:24.365Z,3,1,2,0,0.6667
232,2025-11-10T13:55:04.395Z,3,1,2,0,0.6667
242,2025-11-10T13:56:44.415Z,3,1,2,0,0.6667
252,2025-11-10T13:58:24.461Z,3,1,2,0,0.6667
262,2025-11-10T14:00:04.523Z,3,1,2,0,0.6667
272,2025-11-10T14:01:44.568Z,3,1,2,0,0.6667
282,2025-11-10T14:06:58.601Z,3,1,2,0,0.6667
292,2025-11-10T14:12:33.974Z,3,1,2,0,0.6667
302,2025-11-10T14:36:09.808Z,3,1,2,0,0.6667
312,2025-11-10T14:40:45.735Z,3,1,2,0,0.6667
322,2025-11-10T14:42:25.638Z,3,1,2,0,0.6667
332,2025-11-10T14:44:05.682Z,3,1,2,0,0.6667
342,2025-11-10T14:45:45.712Z,3,1,2,0,0.6667
352,2025-11-10T14:47:25.739Z,3,1,2,0,0.6667
362,2025-11-10T14:49:05.755Z,3,1,2,0,0.6667
372,2025-11-10T14:50:45.789Z,3,1,2,0,0.6667
5,2025-11-10T14:52:41.386Z,3,1,2,0,0.6667
9,2025-11-10T14:54:37.397Z,3,1,2,0,0.6667
19,2025-11-10T14:56:17.407Z,3,1,2,0,0.6667
29,2025-11-10T14:57:57.428Z,3,1,2,0,0.6667
39,2025-11-10T14:59:37.445Z,3,1,2,0,0.6667
49,2025-11-10T15:01:17.479Z,3,1,2,0,0.6667
59,2025-11-10T15:02:57.514Z,3,1,2,0,0.6667
10,2025-11-10T15:04:55.135Z,3,1,2,0,0.6667
20,2025-11-10T15:06:35.139Z,3,1,2,0,0.6667
30,2025-11-10T15:08:15.152Z,3,1,2,0,0.6667
40,2025-11-10T15:09:55.198Z,3,1,2,0,0.6667
50,2025-11-10T15:11:35.243Z,3,1,2,0,0.6667
60,2025-11-10T15:13:15.253Z,3,1,2,0,0.6667
70,2025-11-10T15:14:55.275Z,3,1,2,0,0.6667
80,2025-11-10T15:16:35.286Z,3,1,2,0,0.6667
90,2025-11-10T15:18:15.327Z,3,1,2,0,0.6667
100,2025-11-10T15:19:55.347Z,3,1,2,0,0.6667
